"sequence","prokka_descrip","max_annot_lvl","Preferred_name","Description","EC","KEGG_ko","CAZy","PFAMs","Preferred_name2","AMR_descrip","Class","Subclass","percent_ident"
"HEBPGAIP_00155","Peroxide stress resistance protein YaaA","91061|Bacilli","XK27_08125","Belongs to the UPF0246 family","-","ko:K09861","-","H2O2_YaaD",NA,NA,NA,NA,NA
"HEBPGAIP_00156","Orotate phosphoribosyltransferase","91061|Bacilli","pyrE","Catalyzes the transfer of a ribosyl phosphate group from 5-phosphoribose 1-diphosphate to orotate, leading to the formation of orotidine monophosphate (OMP)","2.4.2.10","ko:K00762","-","Pribosyltran",NA,NA,NA,NA,NA
"HEBPGAIP_00157","Orotidine 5'-phosphate decarboxylase","91061|Bacilli","pyrF","Catalyzes the decarboxylation of orotidine 5'- monophosphate (OMP) to uridine 5'-monophosphate (UMP)","4.1.1.23","ko:K01591","-","OMPdecase",NA,NA,NA,NA,NA
"HEBPGAIP_00158","Putative niacin/nicotinamide transporter NaiP","91061|Bacilli","-","Major Facilitator","-","ko:K08196","-","MFS_1,Sugar_tr",NA,NA,NA,NA,NA
"HEBPGAIP_00159","hypothetical protein","91061|Bacilli","-","Protein of unknown function","-","-","-","DUF1835,DUF3658",NA,NA,NA,NA,NA
"HEBPGAIP_00160","Proline iminopeptidase","91061|Bacilli","pepI","Releases the N-terminal proline from various substrates","3.4.11.5","ko:K01259","-","Abhydrolase_1",NA,NA,NA,NA,NA
"HEBPGAIP_00161","putative sugar kinase YdjH","91061|Bacilli","-","Belongs to the carbohydrate kinase PfkB family","-","-","-","PfkB",NA,NA,NA,NA,NA
"HEBPGAIP_00162","hypothetical protein","91061|Bacilli","-","Belongs to the purine-cytosine permease (2.A.39) family","-","ko:K03457","-","Transp_cyt_pur",NA,NA,NA,NA,NA
"HEBPGAIP_00163","hypothetical protein","91061|Bacilli","-","ADP-ribosylglycohydrolase","-","-","-","ADP_ribosyl_GH",NA,NA,NA,NA,NA
"HEBPGAIP_00164","putative fructoselysine utilization operon transcriptional repressor","91061|Bacilli","-","UTRA","-","-","-","GntR,UTRA",NA,NA,NA,NA,NA
"HEBPGAIP_00165","putative protein YhaZ","91061|Bacilli","yhaZ","DNA alkylation repair enzyme","-","-","-","DNA_alkylation",NA,NA,NA,NA,NA
"HEBPGAIP_00166","hypothetical protein",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HEBPGAIP_00167","hypothetical protein",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HEBPGAIP_00168","hypothetical protein",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HEBPGAIP_00169","hypothetical protein","91061|Bacilli","-","glutamine amidotransferase","-","-","-","GATase",NA,NA,NA,NA,NA
"HEBPGAIP_00170","Tetracycline resistance protein TetO","91061|Bacilli","fusA1","elongation factor G","-","-","-","EFG_C,EFG_II,EFG_IV,GTP_EFTU",NA,NA,NA,NA,NA
"HEBPGAIP_00171","2-aminoadipate transaminase","91061|Bacilli","-","Aminotransferase, class I","-","-","-","Aminotran_1_2",NA,NA,NA,NA,NA
"HEBPGAIP_00172","hypothetical protein","91061|Bacilli","XK27_02555","-","-","-","-","-",NA,NA,NA,NA,NA
"HEBPGAIP_00173","hypothetical protein","91061|Bacilli","-","Major Facilitator","-","-","-","MFS_1",NA,NA,NA,NA,NA
"HEBPGAIP_00174","hypothetical protein","91061|Bacilli","-","Right handed beta helix region","-","-","-","Beta_helix",NA,NA,NA,NA,NA
"HEBPGAIP_00175","hypothetical protein","91061|Bacilli","-","helix_turn_helix, arabinose operon control protein","-","-","-","HTH_18,HTH_AraC",NA,NA,NA,NA,NA
"HEBPGAIP_00176","hypothetical protein","91061|Bacilli","-","COG NOG18757 non supervised orthologous group","-","-","-","-",NA,NA,NA,NA,NA
"HEBPGAIP_00177","hypothetical protein","91061|Bacilli","pmrB","Major Facilitator Superfamily","-","-","-","MFS_1",NA,NA,NA,NA,NA
"HEBPGAIP_00178","Galactoside O-acetyltransferase","91061|Bacilli","lacA","Maltose acetyltransferase","2.3.1.18,2.3.1.79","ko:K00633,ko:K00661","-","Hexapep,Hexapep_2,Mac",NA,NA,NA,NA,NA
"HEBPGAIP_00179","hypothetical protein","91061|Bacilli","-","-","-","-","-","-",NA,NA,NA,NA,NA
"HEBPGAIP_00180","Carbonic anhydrase","91061|Bacilli","cah","Eukaryotic-type carbonic anhydrase","4.2.1.1","ko:K01674","-","Carb_anhydrase",NA,NA,NA,NA,NA
"HEBPGAIP_00181","hypothetical protein","91061|Bacilli","-","Uncharacterized conserved protein (DUF2075)","-","ko:K09384","-","DUF2075",NA,NA,NA,NA,NA
"HEBPGAIP_00182","hypothetical protein","91061|Bacilli","-","Transcriptional","-","ko:K07729","-","HTH_3",NA,NA,NA,NA,NA
"HEBPGAIP_00183","hypothetical protein","91061|Bacilli","-","-","-","-","-","-",NA,NA,NA,NA,NA
"HEBPGAIP_00184","hypothetical protein","91061|Bacilli","-","MucBP domain","-","-","-","DUF285,MucBP,SLAP",NA,NA,NA,NA,NA
"HEBPGAIP_00185","2-hydroxy-1","91061|Bacilli","azo1","NADPH-dependent FMN reductase","1.5.1.36,1.7.1.6","ko:K03206,ko:K19784,ko:K22393","-","FMN_red",NA,NA,NA,NA,NA
"HEBPGAIP_00186","hypothetical protein","91061|Bacilli","-","MucBP domain","-","-","-","Gram_pos_anchor,MucBP",NA,NA,NA,NA,NA
"HEBPGAIP_00187","hypothetical protein","91061|Bacilli","-","helix_turn_helix multiple antibiotic resistance protein","-","-","-","MarR",NA,NA,NA,NA,NA
"HEBPGAIP_00188","FMN-dependent NADH-azoreductase","91061|Bacilli","azoR","Catalyzes the reductive cleavage of azo bond in aromatic azo compounds to the corresponding amines. Requires NADH, but not NADPH, as an electron donor for its activity","-","ko:K01118","-","Flavodoxin_2",NA,NA,NA,NA,NA
"HEBPGAIP_00189","Multidrug export protein EmrB","91061|Bacilli","-","Belongs to the major facilitator superfamily","-","-","-","MFS_1",NA,NA,NA,NA,NA
"HEBPGAIP_00190","hypothetical protein","91061|Bacilli","-","NADPH-dependent FMN reductase","-","-","-","Flavodoxin_2",NA,NA,NA,NA,NA
"HEBPGAIP_00191","hypothetical protein","91061|Bacilli","-","Cyclic nucleotide-binding protein","-","-","-","HTH_Crp_2,cNMP_binding",NA,NA,NA,NA,NA
"HEBPGAIP_00192","hypothetical protein",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HEBPGAIP_00193","Alcohol dehydrogenase","91061|Bacilli","adh2","alcohol dehydrogenase","1.1.1.1","ko:K00001","-","ADH_N,ADH_zinc_N",NA,NA,NA,NA,NA
"HEBPGAIP_00194","hypothetical protein","91061|Bacilli","-","Flavodoxin","-","-","-","Flavodoxin_4",NA,NA,NA,NA,NA
"HEBPGAIP_00195","HTH-type transcriptional regulator AdhR","91061|Bacilli","-","MerR, DNA binding","-","ko:K08365","-","MerR,MerR-DNA-bind,MerR_1",NA,NA,NA,NA,NA
"HEBPGAIP_00196","hypothetical protein","91061|Bacilli","-","NmrA-like family","-","-","-","NAD_binding_10",NA,NA,NA,NA,NA
"HEBPGAIP_00197","hypothetical protein","91061|Bacilli","-","Alpha beta hydrolase","-","-","-","DUF915",NA,NA,NA,NA,NA
"HEBPGAIP_00198","hypothetical protein","91061|Bacilli","-","EAL domain","-","-","-","EAL",NA,NA,NA,NA,NA
"HEBPGAIP_00199","hypothetical protein","91061|Bacilli","-","helix_turn_helix, mercury resistance","-","-","-","MerR_1",NA,NA,NA,NA,NA
"HEBPGAIP_00200","hypothetical protein","91061|Bacilli","-","Bacterial regulatory proteins, tetR family","-","-","-","TetR_N",NA,NA,NA,NA,NA
"HEBPGAIP_00201","hypothetical protein","91061|Bacilli","-","Male sterility protein","-","-","-","Epimerase",NA,NA,NA,NA,NA
"HEBPGAIP_00202","Beta-galactosidase small subunit","91061|Bacilli","lacM","beta-galactosidase","3.2.1.23","ko:K01190","-","Bgal_small_N",NA,NA,NA,NA,NA
"HEBPGAIP_00203","Beta-galactosidase large subunit","91061|Bacilli","lacL","Belongs to the glycosyl hydrolase 2 family","3.2.1.23","ko:K01190","-","Bgal_small_N,DUF4981,Glyco_hydro_2,Glyco_hydro_2_C,Glyco_hydro_2_N",NA,NA,NA,NA,NA
"HEBPGAIP_00204","Putative HTH-type transcriptional regulator YwnA","91061|Bacilli","ywnA","Transcriptional regulator","-","-","-","Rrf2",NA,NA,NA,NA,NA
"HEBPGAIP_00205","Quinone oxidoreductase 2","91061|Bacilli","qorB","NmrA-like family","1.6.5.2","ko:K19267","-","NAD_binding_10,NmrA",NA,NA,NA,NA,NA
"HEBPGAIP_00206","hypothetical protein","91061|Bacilli","-","domain protein","-","-","-","DUF1542,MucBP",NA,NA,NA,NA,NA
"HEBPGAIP_00207","HTH-type transcriptional activator RhaR","91061|Bacilli","-","Helix-turn-helix domain","-","-","-","HTH_18",NA,NA,NA,NA,NA
"HEBPGAIP_00208","hypothetical protein","91061|Bacilli","-","-","-","-","-","-",NA,NA,NA,NA,NA
"HEBPGAIP_00209","ATP-dependent helicase/nuclease subunit A","91061|Bacilli","addA","ATP-dependent helicase nuclease subunit A","3.6.4.12","ko:K16898","-","PDDEXK_1,UvrD-helicase,UvrD_C",NA,NA,NA,NA,NA
"HEBPGAIP_00210","ATP-dependent helicase/deoxyribonuclease subunit B","91061|Bacilli","rexB","The heterodimer acts as both an ATP-dependent DNA helicase and an ATP-dependent, dual-direction single-stranded exonuclease. Recognizes the chi site generating a DNA molecule suitable for the initiation of homologous recombination. This subunit has 5' - 3' nuclease activity","3.6.4.12","ko:K16899","-","Exonuc_V_gamma,PDDEXK_1,UvrD_C",NA,NA,NA,NA,NA
"HEBPGAIP_00211","putative succinyl-diaminopimelate desuccinylase","91061|Bacilli","-","succinyl-diaminopimelate desuccinylase","3.5.1.18","ko:K01439","-","M20_dimer,Peptidase_M20,Peptidase_M28",NA,NA,NA,NA,NA
"HEBPGAIP_00212","hypothetical protein","91061|Bacilli","pgdA","polysaccharide deacetylase","3.5.1.104","ko:K22278","-","Polysacc_deac_1",NA,NA,NA,NA,NA
"HEBPGAIP_00213","hypothetical protein","91061|Bacilli","-","-","-","-","-","-",NA,NA,NA,NA,NA
"HEBPGAIP_00214","hypothetical protein","91061|Bacilli","-","NAD(P)H-binding","-","-","-","NAD_binding_10",NA,NA,NA,NA,NA
"HEBPGAIP_00215","Aldo-keto reductase IolS","91061|Bacilli","iolS","Aldo keto reductase","-","ko:K06607","-","Aldo_ket_red",NA,NA,NA,NA,NA
"HEBPGAIP_00216","Guanine/hypoxanthine permease PbuG","91061|Bacilli","pbuG","permease","-","ko:K06901","-","Xan_ur_permease",NA,NA,NA,NA,NA
"HEBPGAIP_00217","hypothetical protein","2|Bacteria","-","toxin-antitoxin pair type II binding","-","-","-","MazE_antitoxin",NA,NA,NA,NA,NA
"HEBPGAIP_00218","hypothetical protein","91061|Bacilli","-","-","-","-","-","PemK_toxin",NA,NA,NA,NA,NA
"HEBPGAIP_00219","hypothetical protein","91061|Bacilli","-","helix_turn_helix multiple antibiotic resistance protein","-","-","-","MarR,MarR_2",NA,NA,NA,NA,NA
"HEBPGAIP_00220","Daunorubicin/doxorubicin resistance ATP-binding protein DrrA","91061|Bacilli","drrA","ABC transporter","-","ko:K01990","-","ABC_tran,DUF4162",NA,NA,NA,NA,NA
"HEBPGAIP_00221","Daunorubicin/doxorubicin resistance ABC transporter permease protein DrrB","91061|Bacilli","drrB","ABC-2 type transporter","-","ko:K01992","-","ABC2_membrane",NA,NA,NA,NA,NA
"HEBPGAIP_00222","1","91061|Bacilli","-","UbiA prenyltransferase family","2.5.1.74","ko:K02548","-","UbiA",NA,NA,NA,NA,NA
"HEBPGAIP_00223","hypothetical protein","91061|Bacilli","yfhO","Bacterial membrane protein YfhO","-","-","-","YfhO",NA,NA,NA,NA,NA
"HEBPGAIP_00224","Queuosine precursor transporter QueT","91061|Bacilli","ccl","QueT transporter","-","-","-","QueT",NA,NA,NA,NA,NA
"HEBPGAIP_00225","hypothetical protein",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HEBPGAIP_00226","hypothetical protein",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HEBPGAIP_00227","hypothetical protein","91061|Bacilli","-","Predicted membrane protein (DUF2207)","-","-","-","DUF2207",NA,NA,NA,NA,NA
"HEBPGAIP_00228","hypothetical protein",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HEBPGAIP_00229","Beta-xylosidase","91061|Bacilli","xynB","Belongs to the glycosyl hydrolase 43 family","3.2.1.37","ko:K01198","GH43","DUF1349,Glyco_hydro_43",NA,NA,NA,NA,NA
"HEBPGAIP_00230","Isoprimeverose transporter","91061|Bacilli","-","MFS/sugar transport protein","-","ko:K03292","-","MFS_2",NA,NA,NA,NA,NA
"HEBPGAIP_00231","HTH-type transcriptional activator RhaR","91061|Bacilli","rhaS2","Transcriptional regulator, AraC family","-","-","-","AraC_binding,HTH_18",NA,NA,NA,NA,NA
"HEBPGAIP_00232","Major cardiolipin synthase ClsA","91061|Bacilli","cls","Catalyzes the reversible phosphatidyl group transfer from one phosphatidylglycerol molecule to another to form cardiolipin (CL) (diphosphatidylglycerol) and glycerol","-","ko:K06131","-","PLDc_2,PLDc_N",NA,NA,NA,NA,NA
"HEBPGAIP_00233","hypothetical protein","91061|Bacilli","-","-","-","-","-","-",NA,NA,NA,NA,NA
"HEBPGAIP_00234","hypothetical protein","91061|Bacilli","-","DNA/RNA non-specific endonuclease","-","ko:K15051","-","Endonuclea_NS_2",NA,NA,NA,NA,NA
"HEBPGAIP_00235","hypothetical protein","91061|Bacilli","-","-","-","-","-","-",NA,NA,NA,NA,NA
"HEBPGAIP_00236","hypothetical protein",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HEBPGAIP_00237","hypothetical protein",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HEBPGAIP_00238","hypothetical protein","91061|Bacilli","-","-","-","-","-","-",NA,NA,NA,NA,NA
"HEBPGAIP_00239","hypothetical protein","91061|Bacilli","-","-","-","-","-","-",NA,NA,NA,NA,NA
"HEBPGAIP_00240","Phosphoglycolate phosphatase","91061|Bacilli","nt5e","haloacid dehalogenase-like hydrolase","3.1.3.18","ko:K01091","-","HAD_2",NA,NA,NA,NA,NA
"HEBPGAIP_00241","Aminopeptidase E","91061|Bacilli","pepE","aminopeptidase","3.4.22.40","ko:K01372","-","Peptidase_C1_2",NA,NA,NA,NA,NA
"HEBPGAIP_00242","hypothetical protein","91061|Bacilli","-","helix_turn_helix multiple antibiotic resistance protein","-","-","-","MarR",NA,NA,NA,NA,NA
"HEBPGAIP_00243","Signal peptidase IB","91061|Bacilli","sip3","Belongs to the peptidase S26 family","3.4.21.89","ko:K03100","-","Peptidase_S24",NA,NA,NA,NA,NA
"HEBPGAIP_00244","Bicyclomycin resistance protein","91061|Bacilli","tcaB","Drug resistance transporter Bcr CflA subfamily","-","ko:K07552","-","MFS_1",NA,NA,NA,NA,NA
"HEBPGAIP_00245","hypothetical protein","91061|Bacilli","-","module of peptide synthetase","-","-","-","Condensation",NA,NA,NA,NA,NA
"HEBPGAIP_00246","hypothetical protein","91061|Bacilli","ykhA","Thioesterase superfamily","3.1.2.20","ko:K01073","-","4HBT",NA,NA,NA,NA,NA
"HEBPGAIP_00247","hypothetical protein","91061|Bacilli","-","Acetyltransferase (GNAT) domain","-","-","-","Acetyltransf_3,Acetyltransf_4",NA,NA,NA,NA,NA
"HEBPGAIP_00248","hypothetical protein","91061|Bacilli","-","NAD(P)H-binding","-","ko:K07118","-","NAD_binding_10",NA,NA,NA,NA,NA
"HEBPGAIP_00249","Branched-chain amino acid transport system 2 carrier protein","91061|Bacilli","brnQ","Component of the transport system for branched-chain amino acids","-","ko:K03311","-","Branch_AA_trans",NA,NA,NA,NA,NA
"HEBPGAIP_00250","hypothetical protein","91061|Bacilli","-","-","-","-","-","-",NA,NA,NA,NA,NA
"HEBPGAIP_00251","Phosphoglycolate phosphatase","91061|Bacilli","yfnB","HAD-hyrolase-like","3.8.1.2","ko:K01560,ko:K07025","-","HAD_2",NA,NA,NA,NA,NA
"HEBPGAIP_00252","hypothetical protein","91061|Bacilli","-","-","-","-","-","-",NA,NA,NA,NA,NA
"HEBPGAIP_00253","tRNA uridine 5-carboxymethylaminomethyl modification enzyme MnmG","91061|Bacilli","gidA","NAD-binding protein involved in the addition of a carboxymethylaminomethyl (cmnm) group at the wobble position (U34) of certain tRNAs, forming tRNA-cmnm(5)s(2)U34","-","ko:K03495","-","GIDA,GIDA_assoc",NA,NA,NA,NA,NA
"HEBPGAIP_00254","tRNA modification GTPase MnmE","91061|Bacilli","mnmE","Exhibits a very high intrinsic GTPase hydrolysis rate. Involved in the addition of a carboxymethylaminomethyl (cmnm) group at the wobble position (U34) of certain tRNAs, forming tRNA- cmnm(5)s(2)U34","-","ko:K03650","-","MMR_HSR1,MnmE_helical,TrmE_N",NA,NA,NA,NA,NA
"HEBPGAIP_00255","hypothetical protein","91061|Bacilli","jag","R3H domain protein","-","ko:K06346","-","Jag_N,KH_4,R3H",NA,NA,NA,NA,NA
"HEBPGAIP_00256","Membrane protein insertase MisCA","91061|Bacilli","yidC","Required for the insertion and or proper folding and or complex formation of integral membrane proteins into the membrane. Involved in integration of membrane proteins that insert both dependently and independently of the Sec translocase complex, as well as at least some lipoproteins","-","ko:K03217","-","60KD_IMP",NA,NA,NA,NA,NA
"HEBPGAIP_00257","Ribonuclease P protein component","91061|Bacilli","rnpA","RNaseP catalyzes the removal of the 5'-leader sequence from pre-tRNA to produce the mature 5'-terminus. It can also cleave other RNA substrates such as 4.5S RNA. The protein component plays an auxiliary but essential role in vivo by binding to the 5'-leader sequence and broadening the substrate specificity of the ribozyme","3.1.26.5","ko:K03536","-","Ribonuclease_P",NA,NA,NA,NA,NA
"HEBPGAIP_00258","50S ribosomal protein L34","91061|Bacilli","rpmH","Belongs to the bacterial ribosomal protein bL34 family","-","ko:K02914","-","Ribosomal_L34",NA,NA,NA,NA,NA
"HEBPGAIP_00259","Chromosomal replication initiator protein DnaA","91061|Bacilli","dnaA","it binds specifically double-stranded DNA at a 9 bp consensus (dnaA box) 5'-TTATC CA A CA A-3'. DnaA binds to ATP and to acidic phospholipids","-","ko:K02313","-","Bac_DnaA,Bac_DnaA_C,DnaA_N",NA,NA,NA,NA,NA
"HEBPGAIP_00260","Beta sliding clamp","91061|Bacilli","dnaN","Confers DNA tethering and processivity to DNA polymerases and other proteins. Acts as a clamp, forming a ring around DNA (a reaction catalyzed by the clamp-loading complex) which diffuses in an ATP-independent manner freely and bidirectionally along dsDNA. Initially characterized for its ability to contact the catalytic subunit of DNA polymerase III (Pol III), a complex, multichain enzyme responsible for most of the replicative synthesis in bacteria","2.7.7.7","ko:K02338","-","DNA_pol3_beta,DNA_pol3_beta_2,DNA_pol3_beta_3",NA,NA,NA,NA,NA
"HEBPGAIP_00261","hypothetical protein","91061|Bacilli","yaaA","S4 domain protein YaaA","-","ko:K14761","-","S4_2",NA,NA,NA,NA,NA
"HEBPGAIP_00262","DNA replication and repair protein RecF","91061|Bacilli","recF","it is required for DNA replication and normal SOS inducibility. RecF binds preferentially to single-stranded, linear DNA. It also seems to bind ATP","-","ko:K03629","-","SMC_N",NA,NA,NA,NA,NA
"HEBPGAIP_00263","DNA gyrase subunit B","91061|Bacilli","gyrB","A type II topoisomerase that negatively supercoils closed circular double-stranded (ds) DNA in an ATP-dependent manner to modulate DNA topology and maintain chromosomes in an underwound state. Negative supercoiling favors strand separation, and DNA replication, transcription, recombination and repair, all of which involve strand separation. Also able to catalyze the interconversion of other topological isomers of dsDNA rings, including catenanes and knotted rings. Type II topoisomerases break and join 2 DNA strands simultaneously in an ATP-dependent manner","5.99.1.3","ko:K02470","-","DNA_gyraseB,DNA_gyraseB_C,HATPase_c,Toprim",NA,NA,NA,NA,NA
"HEBPGAIP_00264","DNA gyrase subunit A","91061|Bacilli","gyrA","A type II topoisomerase that negatively supercoils closed circular double-stranded (ds) DNA in an ATP-dependent manner to modulate DNA topology and maintain chromosomes in an underwound state. Negative supercoiling favors strand separation, and DNA replication, transcription, recombination and repair, all of which involve strand separation. Also able to catalyze the interconversion of other topological isomers of dsDNA rings, including catenanes and knotted rings. Type II topoisomerases break and join 2 DNA strands simultaneously in an ATP-dependent manner","5.99.1.3","ko:K02469","-","DNA_gyraseA_C,DNA_topoisoIV",NA,NA,NA,NA,NA
"HEBPGAIP_00265","30S ribosomal protein S6","91061|Bacilli","rpsF","Binds together with S18 to 16S ribosomal RNA","-","ko:K02990","-","Ribosomal_S6",NA,NA,NA,NA,NA
"HEBPGAIP_00266","Single-stranded DNA-binding protein A","91061|Bacilli","ssb","Plays an important role in DNA replication, recombination and repair. Binds to ssDNA and to an array of partner proteins to recruit them to their sites of action during DNA metabolism","-","ko:K03111","-","SSB",NA,NA,NA,NA,NA
"HEBPGAIP_00267","30S ribosomal protein S18","91061|Bacilli","rpsR","Binds as a heterodimer with protein S6 to the central domain of the 16S rRNA, where it helps stabilize the platform of the 30S subunit","-","ko:K02963","-","Ribosomal_S18",NA,NA,NA,NA,NA
"HEBPGAIP_00268","putative protein","91061|Bacilli","-","Imidazolonepropionase and related amidohydrolases","-","-","-","Amidohydro_1",NA,NA,NA,NA,NA
"HEBPGAIP_00269","Oligopeptide-binding protein OppA","91061|Bacilli","oppA","ABC transporter, substratebinding protein","-","ko:K02035,ko:K15580","-","SBP_bac_5",NA,NA,NA,NA,NA
"HEBPGAIP_00270","hypothetical protein","91061|Bacilli","-","-","-","-","-","-",NA,NA,NA,NA,NA
"HEBPGAIP_00271","putative protein","91061|Bacilli","-","Imidazolonepropionase and related amidohydrolases","-","-","-","Amidohydro_1",NA,NA,NA,NA,NA
"HEBPGAIP_00272","Oligopeptide-binding protein OppA","91061|Bacilli","oppA","ABC transporter, substratebinding protein","-","ko:K02035,ko:K15580","-","SBP_bac_5",NA,NA,NA,NA,NA
"HEBPGAIP_00273","hypothetical protein","91061|Bacilli","-","Bacterial regulatory proteins, tetR family","-","-","-","TetR_N",NA,NA,NA,NA,NA
"HEBPGAIP_00274","hypothetical protein","91061|Bacilli","-","membrane transporter protein","-","ko:K07090","-","TauE",NA,NA,NA,NA,NA
"HEBPGAIP_00275","Cyclic-di-AMP phosphodiesterase GdpP","91061|Bacilli","yybT","signaling protein consisting of a modified GGDEF domain and a DHH domain","-","-","-","DHH,DHHA1",NA,NA,NA,NA,NA
"HEBPGAIP_00276","50S ribosomal protein L9","91061|Bacilli","rplI","Binds to the 23S rRNA","-","ko:K02939","-","Ribosomal_L9_C,Ribosomal_L9_N",NA,NA,NA,NA,NA
"HEBPGAIP_00277","hypothetical protein",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
